geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
AA10069	25.5861044173954	25.5861044173954	-80.7808732755666	-80.7808732755666
AA10264	25.5738982451097	25.5738982451097	-80.7709389517866	-80.7709389517866
AA10224	25.557145881694	25.557145881694	-80.7430963832527	-80.7430963832527
AA10225	25.5607319640606	25.5607319640606	-80.7286533473762	-80.7286533473762
AA10235	25.5159796357966	25.5159796357966	-80.7018843590035	-80.7018843590035
AA10266	25.5281383815984	25.5281383815984	-80.6864275926897	-80.6864275926897
AA10107	25.5052491975289	25.5052491975289	-80.7596258321743	-80.7596258321743
AA10103	25.4962470558529	25.4962470558529	-80.777553990345	-80.777553990345
AA10111	25.5093500878055	25.5093500878055	-80.7835005857252	-80.7835005857252
AA10110	25.5089043914962	25.5089043914962	-80.7874818589405	-80.7874818589405
AA10108	25.505377605283	25.505377605283	-80.8581395126825	-80.8581395126825
AA10099	25.4796436421449	25.4796436421449	-80.8611543642625	-80.8611543642625
AA10177	25.4701568433097	25.4701568433097	-80.8561912473028	-80.8561912473028
AA10229	25.4642908670149	25.4642908670149	-80.860177235927	-80.860177235927
AA10169	25.4547785386165	25.4547785386165	-80.8313426481556	-80.8313426481556
AA10171	25.4588102727135	25.4588102727135	-80.8054746367985	-80.8054746367985
AA10100	25.4804497871419	25.4804497871419	-80.7815626028217	-80.7815626028217
AA10097	25.4754296533091	25.4754296533091	-80.748244467954	-80.748244467954
AA10269	25.4619366228534	25.4619366228534	-80.7810986725558	-80.7810986725558
AA10167	25.4483982455581	25.4483982455581	-80.7860962607258	-80.7860962607258
AA10157	25.4348840300071	25.4348840300071	-80.808993861761	-80.808993861761
AA10164	25.44347622022	25.44347622022	-80.8194234138594	-80.8194234138594
AA10155	25.4290438451338	25.4290438451338	-80.8333674124833	-80.8333674124833
AA10151	25.4231870431694	25.4231870431694	-80.8453084519685	-80.8453084519685
AA10268	25.4218365943925	25.4218365943925	-80.8492877943001	-80.8492877943001
AA10158	25.4363013731389	25.4363013731389	-80.8656794427282	-80.8656794427282
AA10142	25.3956620272833	25.3956620272833	-80.8637360777211	-80.8637360777211
AA10141	25.3924778246901	25.3924778246901	-80.840376795269	-80.840376795269
AA10231	25.3789418851264	25.3789418851264	-80.8498380957704	-80.8498380957704
AA10205	25.3820792289727	25.3820792289727	-80.8284615259375	-80.8284615259375
AA10199	25.35139951759	25.35139951759	-80.8508659542328	-80.8508659542328
AA10194	25.3378530521342	25.3378530521342	-80.8503857041125	-80.8503857041125
AA10282	25.3283487771393	25.3283487771393	-80.8300277806657	-80.8300277806657
AA10271	25.3202165496507	25.3202165496507	-80.8260648435121	-80.8260648435121
AA10270	25.3062088118793	25.3062088118793	-80.8176404507071	-80.8176404507071
AA10187	25.3192957794514	25.3192957794514	-80.8116594689321	-80.8116594689321
AA10283	25.3223978342299	25.3223978342299	-80.8076885582552	-80.8076885582552
AA10260	25.3454682175438	25.3454682175438	-80.7991967349469	-80.7991967349469
AA10250	25.3287074094266	25.3287074094266	-80.7659490723927	-80.7659490723927
AA10182	25.3142465186972	25.3142465186972	-80.7555332707667	-80.7555332707667
AA10181	25.301561280423	25.301561280423	-80.7312200071223	-80.7312200071223
AA10189	25.3291037273573	25.3291037273573	-80.7306623971387	-80.7306623971387
AA10259	25.3476280880735	25.3476280880735	-80.7370810368643	-80.7370810368643
AA10200	25.3616741215038	25.3616741215038	-80.765873996779	-80.765873996779
AA10281	25.3653120174467	25.3653120174467	-80.7738510003591	-80.7738510003591
AA10280	25.3743250183817	25.3743250183817	-80.7728050220613	-80.7728050220613
AA10204	25.3765839246594	25.3765839246594	-80.7718094494877	-80.7718094494877
AA10202	25.3676044764371	25.3676044764371	-80.8076088177868	-80.8076088177868
AA10206	25.3820260675269	25.3820260675269	-80.7877044393373	-80.7877044393373
AA10139	25.3892410470587	25.3892410470587	-80.7812299432793	-80.7812299432793
AA10145	25.4059555832074	25.4059555832074	-80.7866683030636	-80.7866683030636
AA10267	25.4167885865015	25.4167885865015	-80.7841633419072	-80.7841633419072
AA10154	25.4266660542575	25.4266660542575	-80.7488430859191	-80.7488430859191
AA10150	25.4212339528594	25.4212339528594	-80.7408991768501	-80.7408991768501
AA10285	25.4153388476132	25.4153388476132	-80.7349336624741	-80.7349336624741
AA10143	25.4035862188605	25.4035862188605	-80.7200576268794	-80.7200576268794
AA10207	25.3828254309831	25.3828254309831	-80.7250759091597	-80.7250759091597
AA10146	25.4112279668954	25.4112279668954	-80.7026395300787	-80.7026395300787
AA10144	25.4039841858357	25.4039841858357	-80.6932118977386	-80.6932118977386
AA10286	25.4048823274659	25.4048823274659	-80.6793140693517	-80.6793140693517
AA10140	25.390812163879	25.390812163879	-80.6579531411813	-80.6579531411813
AA10209	25.3835291646433	25.3835291646433	-80.6336186794491	-80.6336186794491
AA10272	25.3857560548588	25.3857560548588	-80.6226731050009	-80.6226731050009
AA10258	25.4078903580105	25.4078903580105	-80.623607498003	-80.623607498003
AA10274	25.4024512666565	25.4024512666565	-80.6171566836707	-80.6171566836707
AA10276	25.3807626418862	25.3807626418862	-80.6112607538018	-80.6112607538018
AA10277	25.3803084913884	25.3803084913884	-80.6102681556482	-80.6102681556482
AA10208	25.3838831329746	25.3838831329746	-80.5963395521949	-80.5963395521949
AA10232	25.379348680152	25.379348680152	-80.5893963264018	-80.5893963264018
AA10275	25.3955667219196	25.3955667219196	-80.5764171947402	-80.5764171947402
AA10195	25.3394150137488	25.3394150137488	-80.6928780542442	-80.6928780542442
AA10190	25.3340028664662	25.3340028664662	-80.695872751928	-80.695872751928
AA10179	25.2960955600361	25.2960955600361	-80.7063977811134	-80.7063977811134
AA10210	25.2937500940519	25.2937500940519	-80.6651793995803	-80.6651793995803
AA10249	25.2937341468003	25.2937341468003	-80.658226003923	-80.658226003923
AA10255	25.293269858482	25.293269858482	-80.6527639118731	-80.6527639118731
AA10248	25.2932592682553	25.2932592682553	-80.6482938945723	-80.6482938945723
AA10254	25.2973563503708	25.2973563503708	-80.648739623185	-80.648739623185
AA10244	25.2973382771887	25.2973382771887	-80.6547390775488	-80.6547390775488
AA10245	25.3018439568716	25.3018439568716	-80.6562214018472	-80.6562214018472
AA10247	25.3072660551292	25.3072660551292	-80.6522273036504	-80.6522273036504
AA10243	25.3041093758937	25.3041093758937	-80.6458033430945	-80.6458033430945
AA10246	25.3031797484032	25.3031797484032	-80.642801433376	-80.642801433376
AA10292	25.307245896536	25.307245896536	-80.6437829705742	-80.6437829705742
AA10242	25.3194613832248	25.3194613832248	-80.6442593233931	-80.6442593233931
AA10191	25.3339096423804	25.3339096423804	-80.6536417107534	-80.6536417107534
AA10193	25.3365914882513	25.3365914882513	-80.6422065592365	-80.6422065592365
AA10196	25.3456134966127	25.3456134966127	-80.6387018265956	-80.6387018265956
AA10230	25.3488134827129	25.3488134827129	-80.6550899700938	-80.6550899700938
AA10198	25.3488181241333	25.3488181241333	-80.6570775522058	-80.6570775522058
AA10203	25.3704889827487	25.3704889827487	-80.6560224320639	-80.6560224320639
AA10184	25.312133753465	25.312133753465	-80.6124735481209	-80.6124735481209
AA10180	25.2957975310451	25.2957975310451	-80.5827246765902	-80.5827246765902
AA10183	25.3080040475137	25.3080040475137	-80.5881469044396	-80.5881469044396
AA10185	25.3138641027523	25.3138641027523	-80.5846498163724	-80.5846498163724
AA10186	25.3184138101079	25.3184138101079	-80.5970536070452	-80.5970536070452
AA10188	25.3197710947474	25.3197710947474	-80.598042671892	-80.598042671892
AA10192	25.3355159992248	25.3355159992248	-80.5771233124096	-80.5771233124096
AA10197	25.3477949626056	25.3477949626056	-80.6088817352615	-80.6088817352615
AA10201	25.3621600127377	25.3621600127377	-80.5785215014017	-80.5785215014017
AA10148	25.4150144839768	25.4150144839768	-80.5877841183195	-80.5877841183195
AA10237	25.4182096627719	25.4182096627719	-80.5927514231415	-80.5927514231415
AA10238	25.4226981834967	25.4226981834967	-80.5902619821971	-80.5902619821971
AA10159	25.4362929038681	25.4362929038681	-80.6085964438306	-80.6085964438306
AA10227	25.4394822675007	25.4394822675007	-80.6195260489086	-80.6195260489086
AA10175	25.464262778631	25.464262778631	-80.5995533336706	-80.5995533336706
AA10178	25.4737700769976	25.4737700769976	-80.6089726311958	-80.6089726311958
AA10102	25.4850658715357	25.4850658715357	-80.6119208291596	-80.6119208291596
AA10101	25.4840287491789	25.4840287491789	-80.5641688780007	-80.5641688780007
AA10223	25.4935382779077	25.4935382779077	-80.5735868745248	-80.5735868745248
AA10284	25.4175784159296	25.4175784159296	-80.7190346396497	-80.7190346396497
AA10156	25.4297592210009	25.4297592210009	-80.7120414715623	-80.7120414715623
AA10149	25.4198208251299	25.4198208251299	-80.7095791289489	-80.7095791289489
AA10147	25.4143946340568	25.4143946340568	-80.7056147767084	-80.7056147767084
AA10152	25.4229323859894	25.4229323859894	-80.6857059025621	-80.6857059025621
AA10153	25.4292397218103	25.4292397218103	-80.6792255670464	-80.6792255670464
AA10228	25.4387586394452	25.4387586394452	-80.6966047485003	-80.6966047485003
AA10160	25.4378698092103	25.4378698092103	-80.7035686841264	-80.7035686841264
AA10226	25.4360697114873	25.4360697114873	-80.7065566356536	-80.7065566356536
AA10166	25.4459992012814	25.4459992012814	-80.7045433806691	-80.7045433806691
AA10165	25.4478002629077	25.4478002629077	-80.7020524563243	-80.7020524563243
AA10261	25.4477972758754	25.4477972758754	-80.6920675614175	-80.6920675614175
AA10172	25.4604075472719	25.4604075472719	-80.6851112694411	-80.6851112694411
AA10236	25.4572781495943	25.4572781495943	-80.7000397462224	-80.7000397462224
AA10170	25.4554841382031	25.4554841382031	-80.7060122413838	-80.7060122413838
AA10168	25.4487413735692	25.4487413735692	-80.7214452268804	-80.7214452268804
AA10176	25.471752655456	25.471752655456	-80.712936367447	-80.712936367447
AA10161	25.44047833106	25.44047833106	-80.6573157193901	-80.6573157193901
AA10163	25.4422329650739	25.4422329650739	-80.6359276637739	-80.6359276637739
AA10173	25.4616832995907	25.4616832995907	-80.6502926244434	-80.6502926244434
AA10098	25.47791387793	25.47791387793	-80.6402971354638	-80.6402971354638
AA10222	25.491997639473	25.491997639473	-80.6775666844516	-80.6775666844516
AA10105	25.5028152041195	25.5028152041195	-80.6690797772532	-80.6690797772532
AA10106	25.502731229564	25.502731229564	-80.6337553644882	-80.6337553644882
AA10092	25.641084515381	25.641084515381	-80.541185746416	-80.541185746416
AA10009	25.655167503409	25.655167503409	-80.5695268447563	-80.5695268447563
AA10096	25.649809653192	25.649809653192	-80.5904677793035	-80.5904677793035
AA10090	25.6393925068375	25.6393925068375	-80.5790471939794	-80.5790471939794
AA10234	25.6330526608208	25.6330526608208	-80.5725945647452	-80.5725945647452
AA10287	25.615977418478	25.615977418478	-80.5865954135347	-80.5865954135347
AA10288	25.6168329823468	25.6168329823468	-80.5846042573108	-80.5846042573108
AA10078	25.6158570900775	25.6158570900775	-80.5597078950965	-80.5597078950965
AA10079	25.6162965385588	25.6162965385588	-80.5557223171858	-80.5557223171858
AA10077	25.6118232138802	25.6118232138802	-80.5696822293256	-80.5696822293256
AA10072	25.6036813927608	25.6036813927608	-80.5647319362304	-80.5647319362304
AA10257	25.5099043862764	25.5099043862764	-80.6138312551843	-80.6138312551843
AA10109	25.5062616946048	25.5062616946048	-80.6023994124718	-80.6023994124718
AA10174	25.4633055535118	25.4633055535118	-80.580159240776	-80.580159240776
AA10114	25.5147836725551	25.5147836725551	-80.5819706585902	-80.5819706585902
AA10116	25.5183786079257	25.5183786079257	-80.5759871027561	-80.5759871027561
AA10120	25.5266142803693	25.5266142803693	-80.6152706635657	-80.6152706635657
AA10008	25.7556740720857	25.7556740720857	-80.5128261742441	-80.5128261742441
AA10042	25.7141907236106	25.7141907236106	-80.5294424827862	-80.5294424827862
AA10036	25.7010215742265	25.7010215742265	-80.5065703428563	-80.5065703428563
AA10032	25.6924125503412	25.6924125503412	-80.4976362517888	-80.4976362517888
AA10212	25.6975061261172	25.6975061261172	-80.5359864033069	-80.5359864033069
AA10211	25.6785991577072	25.6785991577072	-80.5539967971048	-80.5539967971048
AA10028	25.6903592955268	25.6903592955268	-80.5609292568241	-80.5609292568241
AA10031	25.6931326463026	25.6931326463026	-80.5828449773573	-80.5828449773573
AA10039	25.7076281391098	25.7076281391098	-80.5997392683906	-80.5997392683906
AA10049	25.7410472648237	25.7410472648237	-80.6026184821959	-80.6026184821959
AA10239	25.7472599192803	25.7472599192803	-80.5647086434109	-80.5647086434109
AA10041	25.709908655344	25.709908655344	-80.6082042151183	-80.6082042151183
AA10040	25.709038605325	25.709038605325	-80.6206666530001	-80.6206666530001
AA10035	25.6963676363908	25.6963676363908	-80.6097435318498	-80.6097435318498
AA10033	25.6954987269931	25.6954987269931	-80.6227028724849	-80.6227028724849
AA10023	25.6828732617796	25.6828732617796	-80.6292202221494	-80.6292202221494
AA10024	25.6837875965493	25.6837875965493	-80.633701903586	-80.633701903586
AA10020	25.6770409307633	25.6770409307633	-80.644185806747	-80.644185806747
AA10221	25.6486117303329	25.6486117303329	-80.650745896633	-80.650745896633
AA10265	25.6490936372769	25.6490936372769	-80.6636960230951	-80.6636960230951
AA10012	25.6635611166949	25.6635611166949	-80.6721247885932	-80.6721247885932
AA10016	25.6725822316325	25.6725822316325	-80.6681142432878	-80.6681142432878
AA10034	25.6951460588788	25.6951460588788	-80.6630684474242	-80.6630684474242
AA10290	25.6991585094684	25.6991585094684	-80.6416283739443	-80.6416283739443
AA10215	25.7212808901489	25.7212808901489	-80.6410636704189	-80.6410636704189
AA10289	25.7298679676391	25.7298679676391	-80.6445271904988	-80.6445271904988
AA10048	25.7338992759817	25.7338992759817	-80.6315545130444	-80.6315545130444
AA10002	25.7470139676119	25.7470139676119	-80.6399892955349	-80.6399892955349
AA10052	25.7429854830694	25.7429854830694	-80.6544586966927	-80.6544586966927
AA10053	25.743471697038	25.743471697038	-80.6694131530695	-80.6694131530695
AA10240	25.757468228669	25.757468228669	-80.6693744085259	-80.6693744085259
AA10241	25.7548363095577	25.7548363095577	-80.705279238585	-80.705279238585
AA10233	25.7272813699141	25.7272813699141	-80.6988671872194	-80.6988671872194
AA10273	25.71963002526	25.71963002526	-80.710848790083	-80.710848790083
AA10213	25.7145789289967	25.7145789289967	-80.6709882673249	-80.6709882673249
AA10220	25.6473668180642	25.6473668180642	-80.700064305679	-80.700064305679
AA10291	25.6582934619208	25.6582934619208	-80.7289704284747	-80.7289704284747
AA10263	25.74455808809	25.74455808809	-80.763633237157	-80.763633237157
AA10253	25.7581136075842	25.7581136075842	-80.7700881126786	-80.7700881126786
AA10252	25.7558671175805	25.7558671175805	-80.7725749851796	-80.7725749851796
AA10214	25.7116449559166	25.7116449559166	-80.7945990494784	-80.7945990494784
AA10256	25.6642467685252	25.6642467685252	-80.7892444367034	-80.7892444367034
AA10219	25.635414880073	25.635414880073	-80.8579862151504	-80.8579862151504
AA10262	25.7297691243328	25.7297691243328	-80.8464093699441	-80.8464093699441
